PT,TM,HG
7987006.71,46.4932886,-67255.872
7987006.71,46.7114094,-66760.950
7987006.71,46.9295302,-66270.696
7987006.71,47.1476510,-65785.033
7987006.71,47.3657718,-65303.882
7987006.71,47.5838926,-64827.167
7987006.71,47.8020134,-64354.816
7987006.71,48.0201342,-63886.758
7987006.71,48.2382550,-63422.924
7987006.71,48.4563758,-62963.248
7987006.71,48.6744966,-62507.664
7987006.71,48.8926174,-62056.108
7987006.71,49.1107383,-61608.521
7987006.71,49.3288591,-61164.841
7987006.71,49.5469799,-60725.011
7987006.71,49.7651007,-60288.974
7987006.71,49.9832215,-59856.674
7987006.71,50.2013423,-59428.059
7987006.71,50.4194631,-59003.075
7987006.71,50.6375839,-58581.671
7987006.71,50.8557047,-58163.799
7987006.71,51.0738255,-57749.409
7987006.71,51.2919463,-57338.453
7987006.71,51.5100671,-56930.886
7987006.71,51.7281879,-56526.663
7987006.71,51.9463087,-56125.739
7987006.71,52.1644295,-55728.071
7987006.71,52.3825503,-55333.618
7987006.71,52.6006711,-54942.337
7987006.71,52.8187919,-54554.190
7987006.71,53.0369128,-54169.136
7987006.71,53.2550336,-53787.138
7987006.71,53.4731544,-53408.157
7987006.71,53.6912752,-53032.157
7987006.71,53.9093960,-52659.102
7987006.71,54.1275168,-52288.957
7987006.71,54.3456376,-51921.687
7987006.71,54.5637584,-51557.258
7987006.71,54.7818792,-51195.638
7987006.71,55.0000000,-50836.793
8033983.22,-10.000000,-103414.83
8033983.22,-9.7818792,-103409.49
8033983.22,-9.5637584,-103407.60
8033983.22,-9.3456376,-103406.44
8033983.22,-9.1275168,-103408.73
8033983.22,-8.9093960,-103413.09
8033983.22,-8.6912752,-103419.51
8033983.22,-8.4731544,-103427.97
8033983.22,-8.2550336,-103438.44
8033983.22,-8.0369128,-103450.93
8033983.22,-7.8187919,-103466.87
8033983.22,-7.6006711,-103483.33
8033983.22,-7.3825503,-103503.24
8033983.22,-7.1644295,-103525.12
8033983.22,-6.9463087,-103548.95
8033983.22,-6.7281879,-103574.71
8033983.22,-6.5100671,-103602.40
8033983.22,-6.2919463,-103631.98
8033983.22,-6.0738255,-103663.45
8033983.22,-5.8557047,-103698.39
8033983.22,-5.6375839,-103735.22
8033983.22,-5.4194631,-103772.27
8033983.22,-5.2013423,-103812.80
8033983.22,-4.9832215,-103855.15
8033983.22,-4.7651007,-103899.32
8033983.22,-4.5469799,-103946.99
8033983.22,-4.3288591,-103994.76
8033983.22,-4.1107383,-104044.29
8033983.22,-3.8926174,-104097.33
8033983.22,-3.6744966,-104152.12
8033983.22,-3.4563758,-104208.66
8033983.22,-3.2382550,-104266.94
8033983.22,-3.0201342,-104326.93
8033983.22,-2.8020134,-104388.62
8033983.22,-2.5838926,-104451.99
8033983.22,-2.3657718,-104518.89
8033983.22,-2.1476510,-104585.58
8033983.22,-1.9295302,-104655.81
8033983.22,-1.7114094,-104727.68
8033983.22,-1.4932886,-104801.19
8033983.22,-1.2751678,-104876.31
8033983.22,-1.0570470,-104953.02
8033983.22,-.83892617,-105031.31
8033983.22,-.62080537,-105113.18
8033983.22,-.40268456,-105194.59
8033983.22,-.18456376,-105279.58
8033983.22,.033557047,-105364.04
8033983.22,.251677852,-105452.08
8033983.22,.469798658,-105541.63
8033983.22,.687919463,-105634.81
8033983.22,.906040268,-105727.34
8033983.22,1.12416107,-105821.33
8033983.22,1.34228188,-105918.95
8033983.22,1.56040268,-106015.80
8033983.22,1.77852349,-106116.30
8033983.22,1.99664430,-106218.22
8033983.22,2.21476510,-106321.53
8033983.22,2.43288591,-106426.23
8033983.22,2.65100671,-106532.29
8033983.22,2.86912752,-106642.05
8033983.22,3.08724832,-106750.80
8033983.22,3.30536913,-106863.25
8033983.22,3.52348993,-106977.03
8033983.22,3.74161074,-107089.68
8033983.22,3.95973154,-107206.03
8033983.22,4.17785235,-107323.66
8033983.22,4.39597315,-107445.04
8033983.22,4.61409396,-107565.17
8033983.22,4.83221477,-107686.49
8033983.22,5.05033557,-107811.60
8033983.22,5.26845638,-107937.91
8033983.22,5.48657718,-108065.42
8033983.22,5.70469799,-108191.42
8033983.22,5.92281879,-108323.92
8033983.22,6.14093960,-108454.87
8033983.22,6.35906040,-108586.92
8033983.22,6.57718121,-108720.05
8033983.22,6.79530201,-108857.05
8033983.22,7.01342282,-108995.13
8033983.22,7.23154362,-109131.42
8033983.22,7.44966443,-109271.58
8033983.22,7.66778523,-109412.77
8033983.22,7.88590604,-109554.94
8033983.22,8.10402685,-109701.07
8033983.22,8.32214765,-109845.20
8033983.22,8.54026846,-109993.29
8033983.22,8.75838926,-110139.26
8033983.22,8.97651007,-110289.20
8033983.22,9.19463087,-110440.06
8033983.22,9.41275168,-110591.80
8033983.22,9.63087248,-110744.39
8033983.22,9.84899329,-110897.82
8033983.22,10.0671141,-111052.05
8033983.22,10.2852349,-111210.37
8033983.22,10.5033557,-111366.16
8033983.22,10.7214765,-111526.07
8033983.22,10.9395973,-111686.74
8033983.22,11.1577181,-111844.69
8033983.22,11.3758389,-112006.78
8033983.22,11.5939597,-112169.56
8033983.22,11.8120805,-112336.58
8033983.22,12.0302013,-112500.70
8033983.22,12.2483221,-112665.42
8033983.22,12.4664430,-112834.42
8033983.22,12.6845638,-113004.06
8033983.22,12.9026846,-113170.52
8033983.22,13.1208054,-113341.31
8033983.22,13.3389262,-113512.66
8033983.22,13.5570470,-113684.54
8033983.22,13.7751678,-113860.90
8033983.22,13.9932886,-114033.81
8033983.22,14.2114094,-114207.19
8033983.22,14.4295302,-114385.11
8033983.22,14.6476510,-114559.39
8033983.22,14.8657718,-114738.26
8033983.22,15.0838926,-114917.60
8033983.22,15.3020134,-115097.39
8033983.22,15.5201342,-115277.62
8033983.22,15.7382550,-115458.27
8033983.22,15.9563758,-115639.32
8033983.22,16.1744966,-115820.77
8033983.22,16.3926174,-116007.18
8033983.22,16.6107383,-116189.45
8033983.22,16.8288591,-116376.78
8033983.22,17.0469799,-116564.60
8033983.22,17.2651007,-116748.10
8033983.22,17.4832215,-116936.85
8033983.22,17.7013423,-117126.12
8033983.22,17.9194631,-117315.91
8033983.22,18.1375839,-117506.26
8033983.22,18.3557047,-117697.18
8033983.22,18.5738255,-117888.71
8033983.22,18.7919463,-118086.18
8033983.22,19.0100671,-118279.13
8033983.22,19.2281879,-118472.84
8033983.22,19.4463087,-118672.89
8033983.22,19.6644295,-118868.40
8033983.22,19.8825503,-119070.58
8033983.22,20.1006711,-119274.03
8033983.22,20.3187919,-119473.00
8033983.22,20.5369128,-119679.27
8033983.22,20.7550336,-119887.22
8033983.22,20.9731544,-120090.90
8033983.22,21.1912752,-120302.69
8033983.22,21.4093960,-120516.79
8033983.22,21.6275168,-120733.46
8033983.22,21.8456376,-120952.99
8033983.22,22.0637584,-121169.03
8033983.22,22.2818792,-121395.24
8033983.22,22.5000000,-121625.46
8033983.22,22.7181208,-121860.20
8033983.22,22.9362416,-122092.78
8033983.22,23.1543624,-122338.17
8033983.22,23.3724832,-122582.45
8033983.22,23.5906040,-122841.39
8033983.22,23.8087248,-123100.69
8033983.22,24.0268456,-123377.04
8033983.22,24.2449664,-123655.74
8033983.22,24.4630872,-123946.14
8033983.22,24.6812081,-124241.19
8033983.22,24.8993289,-124560.19
8033983.22,25.1174497,-124887.70
8033983.22,25.3355705,-125235.27
8033983.22,25.5536913,-125606.28
8033983.22,25.7718121,-126290.07
8033983.22,25.9899329,-127286.98
8033983.22,26.2080537,-128326.45
8033983.22,26.4261745,-129413.15
8033983.22,26.6442953,-130552.73
8033983.22,26.8624161,-131752.06
8033983.22,27.0805369,-133019.74
8033983.22,27.2986577,-134366.69
8033983.22,27.5167785,-135807.16
8033983.22,27.7348993,-137360.37
8033983.22,27.9530201,-139053.28
8033983.22,28.1711409,-140925.92
8033983.22,28.3892617,-143042.28
8033983.22,28.6073826,-145517.26
8033983.22,28.8255034,-148601.77
8033983.22,29.0436242,-148987.45
8033983.22,29.2617450,-145632.70
8033983.22,29.4798658,-142592.55
8033983.22,29.6979866,-139834.54
8033983.22,29.9161074,-137321.29
8033983.22,30.1342282,-135017.60
8033983.22,30.3523490,-132892.84
8033983.22,30.5704698,-130921.29
8033983.22,30.7885906,-129081.63
8033983.22,31.0067114,-127349.78
8033983.22,31.2248322,-125673.89
8033983.22,31.4429530,-124084.63
8033983.22,31.6610738,-122571.81
8033983.22,31.8791946,-121126.83
8033983.22,32.0973154,-119742.43
8033983.22,32.3154362,-118412.40
8033983.22,32.5335570,-117131.41
8033983.22,32.7516779,-115894.87
8033983.22,32.9697987,-114698.75
8033983.22,33.1879195,-113539.57
8033983.22,33.4060403,-112414.24
8033983.22,33.6241611,-111320.05
8033983.22,33.8422819,-110254.58
8033983.22,34.0604027,-109215.69
8033983.22,34.2785235,-108201.44
8033983.22,34.4966443,-107210.12
8033983.22,34.7147651,-106240.16
8033983.22,34.9328859,-105290.15
8033983.22,35.1510067,-104358.83
8033983.22,35.3691275,-103445.01
8033983.22,35.5872483,-102547.65
8033983.22,35.8053691,-101665.78
8033983.22,36.0234899,-100798.49
8033983.22,36.2416107,-99944.973
8033983.22,36.4597315,-99104.475
8033983.22,36.6778523,-98276.296
8033983.22,36.8959732,-97459.791
8033983.22,37.1140940,-96654.363
8033983.22,37.3322148,-95859.456
8033983.22,37.5503356,-95074.552
8033983.22,37.7684564,-94299.171
8033983.22,37.9865772,-93532.862
8033983.22,38.2046980,-92775.204
8033983.22,38.4228188,-92025.804
8033983.22,38.6409396,-91284.293
8033983.22,38.8590604,-90550.323
8033983.22,39.0771812,-89823.570
8033983.22,39.2953020,-89103.725
8033983.22,39.5134228,-88390.501
8033983.22,39.7315436,-87683.623
8033983.22,39.9496644,-86982.836
8033983.22,40.1677852,-86287.894
8033983.22,40.3859060,-85598.567
8033983.22,40.6040268,-84914.638
8033983.22,40.8221477,-84235.899
8033983.22,41.0402685,-83562.153
8033983.22,41.2583893,-82893.213
8033983.22,41.4765101,-82228.902
8033983.22,41.6946309,-81569.051
8033983.22,41.9127517,-80913.499
8033983.22,42.1308725,-80262.093
8033983.22,42.3489933,-79614.686
8033983.22,42.5671141,-78971.139
8033983.22,42.7852349,-78331.318
8033983.22,43.0033557,-77695.095
8033983.22,43.2214765,-77062.350
8033983.22,43.4395973,-76432.964
8033983.22,43.6577181,-75806.827
8033983.22,43.8758389,-75183.831
8033983.22,44.0939597,-74563.873
8033983.22,44.3120805,-73946.855
8033983.22,44.5302013,-73332.682
8033983.22,44.7483221,-72721.264
8033983.22,44.9664430,-72112.512
8033983.22,45.1845638,-71506.344
8033983.22,45.4026846,-70902.678
8033983.22,45.6208054,-70301.436
8033983.22,45.8389262,-69702.544
8033983.22,46.0570470,-69105.930
8033983.22,46.2751678,-68546.680
8033983.22,46.4932886,-68041.097
8033983.22,46.7114094,-67540.391
8033983.22,46.9295302,-67044.476
8033983.22,47.1476510,-66553.269
8033983.22,47.3657718,-66066.690
8033983.22,47.5838926,-65584.659
8033983.22,47.8020134,-65107.100
8033983.22,48.0201342,-64633.940
8033983.22,48.2382550,-64165.106
8033983.22,48.4563758,-63700.529
8033983.22,48.6744966,-63240.141
8033983.22,48.8926174,-62783.877
8033983.22,49.1107383,-62331.672
8033983.22,49.3288591,-61883.464
8033983.22,49.5469799,-61439.194
8033983.22,49.7651007,-60998.801
8033983.22,49.9832215,-60562.228
8033983.22,50.2013423,-60129.421
8033983.22,50.4194631,-59700.323
8033983.22,50.6375839,-59274.883
8033983.22,50.8557047,-58853.049
8033983.22,51.0738255,-58434.770
8033983.22,51.2919463,-58019.998
8033983.22,51.5100671,-57608.684
8033983.22,51.7281879,-57200.781
8033983.22,51.9463087,-56796.244
8033983.22,52.1644295,-56395.029
8033983.22,52.3825503,-55997.091
8033983.22,52.6006711,-55602.389
8033983.22,52.8187919,-55210.880
8033983.22,53.0369128,-54822.525
8033983.22,53.2550336,-54437.283
8033983.22,53.4731544,-54055.116
8033983.22,53.6912752,-53675.985
8033983.22,53.9093960,-53299.854
8033983.22,54.1275168,-52926.686
8033983.22,54.3456376,-52556.445
8033983.22,54.5637584,-52189.097
8033983.22,54.7818792,-51824.608
8033983.22,55.0000000,-51462.943
8080959.73,-10.000000,-103877.28
8080959.73,-9.7818792,-103875.15
8080959.73,-9.5637584,-103876.51
8080959.73,-9.3456376,-103878.62
8080959.73,-9.1275168,-103884.22
8080959.73,-8.9093960,-103891.92
8080959.73,-8.6912752,-103901.71
8080959.73,-8.4731544,-103913.57
8080959.73,-8.2550336,-103927.49
8080959.73,-8.0369128,-103943.44
8080959.73,-7.8187919,-103962.91
8080959.73,-7.6006711,-103982.90
8080959.73,-7.3825503,-104006.40
8080959.73,-7.1644295,-104031.90
8080959.73,-6.9463087,-104059.39
8080959.73,-6.7281879,-104088.85
8080959.73,-6.5100671,-104120.26
8080959.73,-6.2919463,-104153.62
8080959.73,-6.0738255,-104188.89
8080959.73,-5.8557047,-104227.69
8080959.73,-5.6375839,-104268.41
8080959.73,-5.4194631,-104309.38
8080959.73,-5.2013423,-104353.88
8080959.73,-4.9832215,-104400.25
8080959.73,-4.7651007,-104448.48
8080959.73,-4.5469799,-104500.27
8080959.73,-4.3288591,-104552.18
8080959.73,-4.1107383,-104605.90
8080959.73,-3.8926174,-104663.17
8080959.73,-3.6744966,-104722.26
8080959.73,-3.4563758,-104783.14
8080959.73,-3.2382550,-104845.80
8080959.73,-3.0201342,-104910.21
8080959.73,-2.8020134,-104976.37
8080959.73,-2.5838926,-105044.26
8080959.73,-2.3657718,-105115.75
8080959.73,-2.1476510,-105187.05
8080959.73,-1.9295302,-105261.97
8080959.73,-1.7114094,-105338.58
8080959.73,-1.4932886,-105416.88
8080959.73,-1.2751678,-105496.84
8080959.73,-1.0570470,-105578.44
8080959.73,-.83892617,-105661.68
8080959.73,-.62080537,-105748.57
8080959.73,-.40268456,-105835.03
8080959.73,-.18456376,-105925.16
8080959.73,.033557047,-106014.78
8080959.73,.251677852,-106108.07
8080959.73,.469798658,-106202.93
8080959.73,.687919463,-106301.51
8080959.73,.906040268,-106399.47
8080959.73,1.12416107,-106498.95
8080959.73,1.34228188,-106602.15
8080959.73,1.56040268,-106704.62
8080959.73,1.77852349,-106810.82
8080959.73,1.99664430,-106918.51
8080959.73,2.21476510,-107027.67
8080959.73,2.43288591,-107138.28
8080959.73,2.65100671,-107250.31
8080959.73,2.86912752,-107366.15
8080959.73,3.08724832,-107481.01
8080959.73,3.30536913,-107599.69
8080959.73,3.52348993,-107719.76
8080959.73,3.74161074,-107838.73
8080959.73,3.95973154,-107961.53
8080959.73,4.17785235,-108085.67
8080959.73,4.39597315,-108213.70
8080959.73,4.61409396,-108340.49
8080959.73,4.83221477,-108468.57
8080959.73,5.05033557,-108600.55
8080959.73,5.26845638,-108733.83
8080959.73,5.48657718,-108868.38
8080959.73,5.70469799,-109001.46
8080959.73,5.92281879,-109141.22
8080959.73,6.14093960,-109279.47
8080959.73,6.35906040,-109418.91
8080959.73,6.57718121,-109559.51
8080959.73,6.79530201,-109704.13
8080959.73,7.01342282,-109849.94
8080959.73,7.23154362,-109993.97
8080959.73,7.44966443,-110142.04
8080959.73,7.66778523,-110291.23
8080959.73,7.88590604,-110441.51
8080959.73,8.10402685,-110595.91
8080959.73,8.32214765,-110748.33
8080959.73,8.54026846,-110904.90
8080959.73,8.75838926,-111059.37
8080959.73,8.97651007,-111218.01
8080959.73,9.19463087,-111377.66
8080959.73,9.41275168,-111538.30
8080959.73,9.63087248,-111699.91
8080959.73,9.84899329,-111862.47
8080959.73,10.0671141,-112025.94
8080959.73,10.2852349,-112193.71
8080959.73,10.5033557,-112358.98
8080959.73,10.7214765,-112528.57
8080959.73,10.9395973,-112699.05
8080959.73,11.1577181,-112866.84
8080959.73,11.3758389,-113038.99
8080959.73,11.5939597,-113211.96
8080959.73,11.8120805,-113389.39
8080959.73,12.0302013,-113563.96
8080959.73,12.2483221,-113739.27
8080959.73,12.4664430,-113919.09
8080959.73,12.6845638,-114099.70
8080959.73,12.9026846,-114277.16
8080959.73,13.1208054,-114459.20
8080959.73,13.3389262,-114641.95
8080959.73,13.5570470,-114825.38
8080959.73,13.7751678,-115013.55
8080959.73,13.9932886,-115198.33
8080959.73,14.2114094,-115383.72
8080959.73,14.4295302,-115573.93
8080959.73,14.6476510,-115760.54
8080959.73,14.8657718,-115952.04
8080959.73,15.0838926,-116144.17
8080959.73,15.3020134,-116336.94
8080959.73,15.5201342,-116530.31
8080959.73,15.7382550,-116724.28
8080959.73,15.9563758,-116918.84
8080959.73,16.1744966,-117113.98
8080959.73,16.3926174,-117314.43
8080959.73,16.6107383,-117510.76
8080959.73,16.8288591,-117712.53
8080959.73,17.0469799,-117914.99
8080959.73,17.2651007,-118113.16
8080959.73,17.4832215,-118316.97
8080959.73,17.7013423,-118521.51
8080959.73,17.9194631,-118726.81
8080959.73,18.1375839,-118932.88
8080959.73,18.3557047,-119139.76
8080959.73,18.5738255,-119347.49
8080959.73,18.7919463,-119561.63
8080959.73,19.0100671,-119771.29
8080959.73,19.2281879,-119981.97
8080959.73,19.4463087,-120199.50
8080959.73,19.6644295,-120412.53
8080959.73,19.8825503,-120632.78
8080959.73,20.1006711,-120854.61
8080959.73,20.3187919,-121072.01
8080959.73,20.5369128,-121297.32
8080959.73,20.7550336,-121524.68
8080959.73,20.9731544,-121747.83
8080959.73,21.1912752,-121979.78
8080959.73,21.4093960,-122214.45
8080959.73,21.6275168,-122452.13
8080959.73,21.8456376,-122693.15
8080959.73,22.0637584,-122930.81
8080959.73,22.2818792,-123179.52
8080959.73,22.5000000,-123432.81
8080959.73,22.7181208,-123691.24
8080959.73,22.9362416,-123947.77
8080959.73,23.1543624,-124218.21
8080959.73,23.3724832,-124487.91
8080959.73,23.5906040,-124773.56
8080959.73,23.8087248,-125060.04
8080959.73,24.0268456,-125365.09
8080959.73,24.2449664,-125673.15
8080959.73,24.4630872,-125994.20
8080959.73,24.6812081,-126320.77
8080959.73,24.8993289,-126673.46
8080959.73,25.1174497,-127035.90
8080959.73,25.3355705,-127420.49
8080959.73,25.5536913,-127830.94
8080959.73,25.7718121,-128260.66
8080959.73,25.9899329,-128725.44
8080959.73,26.2080537,-129219.95
8080959.73,26.4261745,-130000.55
8080959.73,26.6442953,-131171.81
8080959.73,26.8624161,-132407.19
8080959.73,27.0805369,-133716.41
8080959.73,27.2986577,-135111.98
8080959.73,27.5167785,-136610.50
8080959.73,27.7348993,-138234.77
8080959.73,27.9530201,-140017.67
8080959.73,28.1711409,-142009.71
8080959.73,28.3892617,-144296.10
8080959.73,28.6073826,-147043.50
8080959.73,28.8255034,-150685.04
8080959.73,29.0436242,-153728.96
8080959.73,29.2617450,-150132.69
8080959.73,29.4798658,-146816.46
8080959.73,29.6979866,-143782.78
8080959.73,29.9161074,-141011.78
8080959.73,30.1342282,-138474.76
8080959.73,30.3523490,-136141.92
8080959.73,30.5704698,-133985.84
8080959.73,30.7885906,-131982.62
8080959.73,31.0067114,-130105.31
8080959.73,31.2248322,-128298.80
8080959.73,31.4429530,-126592.53
8080959.73,31.6610738,-124974.41
8080959.73,31.8791946,-123434.23
8080959.73,32.0973154,-121963.36
8080959.73,32.3154362,-120554.45
8080959.73,32.5335570,-119201.21
8080959.73,32.7516779,-117898.23
8080959.73,32.9697987,-116640.80
8080959.73,33.1879195,-115424.84
8080959.73,33.4060403,-114246.77
8080959.73,33.6241611,-113103.43
8080959.73,33.8422819,-111992.04
8080959.73,34.0604027,-110910.13
8080959.73,34.2785235,-109855.49
8080959.73,34.4966443,-108826.15
8080959.73,34.7147651,-107820.33
8080959.73,34.9328859,-106836.43
8080959.73,35.1510067,-105873.01
8080959.73,35.3691275,-104928.75
8080959.73,35.5872483,-104002.46
8080959.73,35.8053691,-103093.04
8080959.73,36.0234899,-102199.51
8080959.73,36.2416107,-101320.93
8080959.73,36.4597315,-100456.48
8080959.73,36.6778523,-99605.376
8080959.73,36.8959732,-98766.899
8080959.73,37.1140940,-97940.389
8080959.73,37.3322148,-97125.232
8080959.73,37.5503356,-96320.857
8080959.73,37.7684564,-95526.732
8080959.73,37.9865772,-94742.364
8080959.73,38.2046980,-93967.289
8080959.73,38.4228188,-93201.077
8080959.73,38.6409396,-92443.323
8080959.73,38.8590604,-91693.648
8080959.73,39.0771812,-90951.697
8080959.73,39.2953020,-90217.134
8080959.73,39.5134228,-89489.645
8080959.73,39.7315436,-88768.934
8080959.73,39.9496644,-88054.721
8080959.73,40.1677852,-87346.741
8080959.73,40.3859060,-86644.744
8080959.73,40.6040268,-85948.495
8080959.73,40.8221477,-85257.770
8080959.73,41.0402685,-84572.355
8080959.73,41.2583893,-83892.050
8080959.73,41.4765101,-83216.663
8080959.73,41.6946309,-82546.013
8080959.73,41.9127517,-81879.925
8080959.73,42.1308725,-81218.236
8080959.73,42.3489933,-80560.787
8080959.73,42.5671141,-79907.430
8080959.73,42.7852349,-79258.021
8080959.73,43.0033557,-78612.423
8080959.73,43.2214765,-77970.507
8080959.73,43.4395973,-77332.147
8080959.73,43.6577181,-76697.223
8080959.73,43.8758389,-76065.622
8080959.73,44.0939597,-75437.233
8080959.73,44.3120805,-74811.952
8080959.73,44.5302013,-74189.678
8080959.73,44.7483221,-73570.313
8080959.73,44.9664430,-72953.765
8080959.73,45.1845638,-72339.945
8080959.73,45.4026846,-71728.766
8080959.73,45.6208054,-71120.146
8080959.73,45.8389262,-70514.006
8080959.73,46.0570470,-69910.269
8080959.73,46.2751678,-69344.360
8080959.73,46.4932886,-68832.727
8080959.73,46.7114094,-68326.102
8080959.73,46.9295302,-67824.396
8080959.73,47.1476510,-67327.519
8080959.73,47.3657718,-66835.389
8080959.73,47.5838926,-66347.922
8080959.73,47.8020134,-65865.040
8080959.73,48.0201342,-65386.665
8080959.73,48.2382550,-64912.722
8080959.73,48.4563758,-64443.139
8080959.73,48.6744966,-63977.846
8080959.73,48.8926174,-63516.773
8080959.73,49.1107383,-63059.855
8080959.73,49.3288591,-62607.026
8080959.73,49.5469799,-62158.223
8080959.73,49.7651007,-61713.386
8080959.73,49.9832215,-61272.454
8080959.73,50.2013423,-60835.371
8080959.73,50.4194631,-60402.079
8080959.73,50.6375839,-59972.523
8080959.73,50.8557047,-59546.650
8080959.73,51.0738255,-59124.407
8080959.73,51.2919463,-58705.744
8080959.73,51.5100671,-58290.611
8080959.73,51.7281879,-57878.959
8080959.73,51.9463087,-57470.742
8080959.73,52.1644295,-57065.913
8080959.73,52.3825503,-56664.427
8080959.73,52.6006711,-56266.240
8080959.73,52.8187919,-55871.309
8080959.73,53.0369128,-55479.592
8080959.73,53.2550336,-55091.048
8080959.73,53.4731544,-54705.637
8080959.73,53.6912752,-54323.320
8080959.73,53.9093960,-53944.058
8080959.73,54.1275168,-53567.814
8080959.73,54.3456376,-53194.551
8080959.73,54.5637584,-52824.233
8080959.73,54.7818792,-52456.825
8080959.73,55.0000000,-52092.292
8127936.24,-10.000000,-104340.28
8127936.24,-9.7818792,-104341.37
8127936.24,-9.5637584,-104346.00
8127936.24,-9.3456376,-104351.40
8127936.24,-9.1275168,-104360.34
8127936.24,-8.9093960,-104371.41
8127936.24,-8.6912752,-104384.60
8127936.24,-8.4731544,-104399.90
8127936.24,-8.2550336,-104417.28
8127936.24,-8.0369128,-104436.73
8127936.24,-7.8187919,-104459.74
8127936.24,-7.6006711,-104483.30
8127936.24,-7.3825503,-104510.42
8127936.24,-7.1644295,-104539.57
8127936.24,-6.9463087,-104570.75
8127936.24,-6.7281879,-104603.94
8127936.24,-6.5100671,-104639.11
8127936.24,-6.2919463,-104676.26
8127936.24,-6.0738255,-104715.37
8127936.24,-5.8557047,-104758.07
8127936.24,-5.6375839,-104802.73
8127936.24,-5.4194631,-104847.65
8127936.24,-5.2013423,-104896.17
8127936.24,-4.9832215,-104946.59
8127936.24,-4.7651007,-104998.92
8127936.24,-4.5469799,-105054.87
8127936.24,-4.3288591,-105110.96
8127936.24,-4.1107383,-105168.90
8127936.24,-3.8926174,-105230.47
8127936.24,-3.6744966,-105293.89
8127936.24,-3.4563758,-105359.16
8127936.24,-3.2382550,-105426.24
8127936.24,-3.0201342,-105495.13
8127936.24,-2.8020134,-105565.81
8127936.24,-2.5838926,-105638.26
8127936.24,-2.3657718,-105714.40
8127936.24,-2.1476510,-105790.38
8127936.24,-1.9295302,-105870.04
8127936.24,-1.7114094,-105951.45
8127936.24,-1.4932886,-106034.59
8127936.24,-1.2751678,-106119.45
8127936.24,-1.0570470,-106206.01
8127936.24,-.83892617,-106294.25
8127936.24,-.62080537,-106386.24
8127936.24,-.40268456,-106477.83
8127936.24,-.18456376,-106573.16
8127936.24,.033557047,-106668.02
8127936.24,.251677852,-106766.63
8127936.24,.469798658,-106866.88
8127936.24,.687919463,-106970.94
8127936.24,.906040268,-107074.40
8127936.24,1.12416107,-107179.45
8127936.24,1.34228188,-107288.32
8127936.24,1.56040268,-107396.48
8127936.24,1.77852349,-107508.49
8127936.24,1.99664430,-107622.05
8127936.24,2.21476510,-107737.14
8127936.24,2.43288591,-107853.75
8127936.24,2.65100671,-107971.86
8127936.24,2.86912752,-108093.88
8127936.24,3.08724832,-108214.96
8127936.24,3.30536913,-108339.97
8127936.24,3.52348993,-108466.45
8127936.24,3.74161074,-108591.86
8127936.24,3.95973154,-108721.22
8127936.24,4.17785235,-108852.00
8127936.24,4.39597315,-108986.79
8127936.24,4.61409396,-109120.39
8127936.24,4.83221477,-109255.34
8127936.24,5.05033557,-109394.34
8127936.24,5.26845638,-109534.72
8127936.24,5.48657718,-109676.46
8127936.24,5.70469799,-109816.76
8127936.24,5.92281879,-109963.94
8127936.24,6.14093960,-110109.65
8127936.24,6.35906040,-110256.64
8127936.24,6.57718121,-110404.88
8127936.24,6.79530201,-110557.30
8127936.24,7.01342282,-110711.00
8127936.24,7.23154362,-110862.96
8127936.24,7.44966443,-111019.13
8127936.24,7.66778523,-111176.51
8127936.24,7.88590604,-111335.09
8127936.24,8.10402685,-111497.96
8127936.24,8.32214765,-111658.90
8127936.24,8.54026846,-111824.16
8127936.24,8.75838926,-111987.36
8127936.24,8.97651007,-112154.91
8127936.24,9.19463087,-112323.60
8127936.24,9.41275168,-112493.39
8127936.24,9.63087248,-112664.27
8127936.24,9.84899329,-112836.21
8127936.24,10.0671141,-113009.19
8127936.24,10.2852349,-113186.68
8127936.24,10.5033557,-113361.71
8127936.24,10.7214765,-113541.27
8127936.24,10.9395973,-113721.86
8127936.24,11.1577181,-113899.80
8127936.24,11.3758389,-114082.33
8127936.24,11.5939597,-114265.81
8127936.24,11.8120805,-114454.00
8127936.24,12.0302013,-114639.37
8127936.24,12.2483221,-114825.62
8127936.24,12.4664430,-115016.64
8127936.24,12.6845638,-115208.60
8127936.24,12.9026846,-115397.45
8127936.24,13.1208054,-115591.15
8127936.24,13.3389262,-115785.71
8127936.24,13.5570470,-115981.12
8127936.24,13.7751678,-116181.57
8127936.24,13.9932886,-116378.65
8127936.24,14.2114094,-116576.52
8127936.24,14.4295302,-116779.52
8127936.24,14.6476510,-116978.95
8127936.24,14.8657718,-117183.60
8127936.24,15.0838926,-117389.07
8127936.24,15.3020134,-117595.36
8127936.24,15.5201342,-117802.45
8127936.24,15.7382550,-118010.33
8127936.24,15.9563758,-118218.99
8127936.24,16.1744966,-118428.44
8127936.24,16.3926174,-118643.58
8127936.24,16.6107383,-118854.64
8127936.24,16.8288591,-119071.53
8127936.24,17.0469799,-119289.34
8127936.24,17.2651007,-119502.90
8127936.24,17.4832215,-119722.52
8127936.24,17.7013423,-119943.12
8127936.24,17.9194631,-120164.72
8127936.24,18.1375839,-120387.35
8127936.24,18.3557047,-120611.04
8127936.24,18.5738255,-120835.86
8127936.24,18.7919463,-121067.59
