PT,TM,HG
4181909.40,50.4194631,-13668.275
4181909.40,50.6375839,-13418.048
4181909.40,50.8557047,-13168.690
4181909.40,51.0738255,-12920.197
4181909.40,51.2919463,-12672.564
4181909.40,51.5100671,-12425.786
4181909.40,51.7281879,-12179.858
4181909.40,51.9463087,-11934.777
4181909.40,52.1644295,-11690.537
4181909.40,52.3825503,-11447.134
4181909.40,52.6006711,-11204.563
4181909.40,52.8187919,-10962.820
4181909.40,53.0369128,-10721.901
4181909.40,53.2550336,-10481.801
4181909.40,53.4731544,-10242.515
4181909.40,53.6912752,-10004.039
4181909.40,53.9093960,-9766.3700
4181909.40,54.1275168,-9529.5022
4181909.40,54.3456376,-9293.4319
4181909.40,54.5637584,-9058.1547
4181909.40,54.7818792,-8823.6665
4181909.40,55.0000000,-8589.9632
4228885.91,-10.000000,-74546.772
4228885.91,-9.7818792,-74481.106
4228885.91,-9.5637584,-74417.432
4228885.91,-9.3456376,-74355.744
4228885.91,-9.1275168,-74296.038
4228885.91,-8.9093960,-74238.311
4228885.91,-8.6912752,-74182.556
4228885.91,-8.4731544,-74128.770
4228885.91,-8.2550336,-74076.949
4228885.91,-8.0369128,-74027.088
4228885.91,-7.8187919,-73979.182
4228885.91,-7.6006711,-73933.228
4228885.91,-7.3825503,-73889.221
4228885.91,-7.1644295,-73847.156
4228885.91,-6.9463087,-73807.030
4228885.91,-6.7281879,-73768.839
4228885.91,-6.5100671,-73732.577
4228885.91,-6.2919463,-73698.242
4228885.91,-6.0738255,-73665.829
4228885.91,-5.8557047,-73635.334
4228885.91,-5.6375839,-73606.753
4228885.91,-5.4194631,-73580.082
4228885.91,-5.2013423,-73555.318
4228885.91,-4.9832215,-73532.457
4228885.91,-4.7651007,-73511.494
4228885.91,-4.5469799,-73492.427
4228885.91,-4.3288591,-73475.252
4228885.91,-4.1107383,-73459.965
4228885.91,-3.8926174,-73446.563
4228885.91,-3.6744966,-73435.042
4228885.91,-3.4563758,-73425.400
4228885.91,-3.2382550,-73417.633
4228885.91,-3.0201342,-73411.738
4228885.91,-2.8020134,-73407.713
4228885.91,-2.5838926,-73405.554
4228885.91,-2.3657718,-73405.258
4228885.91,-2.1476510,-73406.823
4228885.91,-1.9295302,-73410.246
4228885.91,-1.7114094,-73415.525
4228885.91,-1.4932886,-73422.658
4228885.91,-1.2751678,-73431.642
4228885.91,-1.0570470,-73442.475
4228885.91,-.83892617,-73455.155
4228885.91,-.62080537,-73469.680
4228885.91,-.40268456,-73486.049
4228885.91,-.18456376,-73504.260
4228885.91,.033557047,-73524.312
4228885.91,.251677852,-73546.203
4228885.91,.469798658,-73569.932
4228885.91,.687919463,-73595.498
4228885.91,.906040268,-73622.900
4228885.91,1.12416107,-73652.138
4228885.91,1.34228188,-73683.211
4228885.91,1.56040268,-73716.118
4228885.91,1.77852349,-73750.860
4228885.91,1.99664430,-73787.436
4228885.91,2.21476510,-73825.847
4228885.91,2.43288591,-73866.092
4228885.91,2.65100671,-73908.173
4228885.91,2.86912752,-73952.090
4228885.91,3.08724832,-73997.843
4228885.91,3.30536913,-74045.435
4228885.91,3.52348993,-74094.865
4228885.91,3.74161074,-74146.136
4228885.91,3.95973154,-74199.249
4228885.91,4.17785235,-74254.207
4228885.91,4.39597315,-74311.010
4228885.91,4.61409396,-74369.662
4228885.91,4.83221477,-74430.165
4228885.91,5.05033557,-74404.970
4228885.91,5.26845638,-74055.542
4228885.91,5.48657718,-73707.784
4228885.91,5.70469799,-73361.660
4228885.91,5.92281879,-73017.138
4228885.91,6.14093960,-72674.184
4228885.91,6.35906040,-72332.767
4228885.91,6.57718121,-71992.855
4228885.91,6.79530201,-71654.419
4228885.91,7.01342282,-71317.429
4228885.91,7.23154362,-70981.858
4228885.91,7.44966443,-70647.678
4228885.91,7.66778523,-70314.864
4228885.91,7.88590604,-69983.388
4228885.91,8.10402685,-69653.227
4228885.91,8.32214765,-69324.356
4228885.91,8.54026846,-68996.752
4228885.91,8.75838926,-68670.391
4228885.91,8.97651007,-68345.252
4228885.91,9.19463087,-68021.313
4228885.91,9.41275168,-67698.552
4228885.91,9.63087248,-67376.950
4228885.91,9.84899329,-67056.486
4228885.91,10.0671141,-66737.141
4228885.91,10.2852349,-66418.897
4228885.91,10.5033557,-66101.733
4228885.91,10.7214765,-65785.634
4228885.91,10.9395973,-65470.580
4228885.91,11.1577181,-65156.555
4228885.91,11.3758389,-64843.543
4228885.91,11.5939597,-64531.527
4228885.91,11.8120805,-64220.492
4228885.91,12.0302013,-63910.421
4228885.91,12.2483221,-63601.300
4228885.91,12.4664430,-63293.113
4228885.91,12.6845638,-62985.848
4228885.91,12.9026846,-62679.489
4228885.91,13.1208054,-62374.022
4228885.91,13.3389262,-62069.435
4228885.91,13.5570470,-61765.714
4228885.91,13.7751678,-61462.847
4228885.91,13.9932886,-61160.820
4228885.91,14.2114094,-60859.622
4228885.91,14.4295302,-60559.240
4228885.91,14.6476510,-60259.663
4228885.91,14.8657718,-59960.879
4228885.91,15.0838926,-59662.877
4228885.91,15.3020134,-59365.645
4228885.91,15.5201342,-59069.175
4228885.91,15.7382550,-58773.453
4228885.91,15.9563758,-58478.471
4228885.91,16.1744966,-58184.218
4228885.91,16.3926174,-57890.684
4228885.91,16.6107383,-57597.859
4228885.91,16.8288591,-57305.734
4228885.91,17.0469799,-57014.300
4228885.91,17.2651007,-56723.547
4228885.91,17.4832215,-56433.466
4228885.91,17.7013423,-56144.049
4228885.91,17.9194631,-55855.286
4228885.91,18.1375839,-55567.170
4228885.91,18.3557047,-55279.691
4228885.91,18.5738255,-54992.843
4228885.91,18.7919463,-54706.616
4228885.91,19.0100671,-54421.004
4228885.91,19.2281879,-54135.997
4228885.91,19.4463087,-53851.589
4228885.91,19.6644295,-53567.772
4228885.91,19.8825503,-53284.539
4228885.91,20.1006711,-53001.883
4228885.91,20.3187919,-52719.796
4228885.91,20.5369128,-52438.271
4228885.91,20.7550336,-52157.303
4228885.91,20.9731544,-51876.883
4228885.91,21.1912752,-51597.006
4228885.91,21.4093960,-51317.665
4228885.91,21.6275168,-51038.854
4228885.91,21.8456376,-50760.566
4228885.91,22.0637584,-50482.795
4228885.91,22.2818792,-50205.536
4228885.91,22.5000000,-49928.781
4228885.91,22.7181208,-49652.527
4228885.91,22.9362416,-49376.765
4228885.91,23.1543624,-49101.492
4228885.91,23.3724832,-48826.701
4228885.91,23.5906040,-48552.387
4228885.91,23.8087248,-48278.544
4228885.91,24.0268456,-48005.168
4228885.91,24.2449664,-47732.253
4228885.91,24.4630872,-47459.793
4228885.91,24.6812081,-47187.784
4228885.91,24.8993289,-46916.221
4228885.91,25.1174497,-46645.099
4228885.91,25.3355705,-46374.412
4228885.91,25.5536913,-46104.157
4228885.91,25.7718121,-45834.329
4228885.91,25.9899329,-45564.922
4228885.91,26.2080537,-45295.933
4228885.91,26.4261745,-45027.357
4228885.91,26.6442953,-44759.189
4228885.91,26.8624161,-44491.425
4228885.91,27.0805369,-44224.061
4228885.91,27.2986577,-43957.092
4228885.91,27.5167785,-43690.515
4228885.91,27.7348993,-43424.325
4228885.91,27.9530201,-43158.518
4228885.91,28.1711409,-42893.091
4228885.91,28.3892617,-42628.039
4228885.91,28.6073826,-42363.358
4228885.91,28.8255034,-42099.045
4228885.91,29.0436242,-41835.095
4228885.91,29.2617450,-41571.506
4228885.91,29.4798658,-41308.273
4228885.91,29.6979866,-41045.393
4228885.91,29.9161074,-40782.862
4228885.91,30.1342282,-40520.676
4228885.91,30.3523490,-40258.833
4228885.91,30.5704698,-39997.328
4228885.91,30.7885906,-39736.159
4228885.91,31.0067114,-39473.238
4228885.91,31.2248322,-39196.334
4228885.91,31.4429530,-38918.966
4228885.91,31.6610738,-38641.136
4228885.91,31.8791946,-38362.846
4228885.91,32.0973154,-38084.098
4228885.91,32.3154362,-37804.894
4228885.91,32.5335570,-37525.236
4228885.91,32.7516779,-37245.125
4228885.91,32.9697987,-36964.563
4228885.91,33.1879195,-36683.553
4228885.91,33.4060403,-36402.096
4228885.91,33.6241611,-36120.195
4228885.91,33.8422819,-35837.850
4228885.91,34.0604027,-35555.064
4228885.91,34.2785235,-35271.839
4228885.91,34.4966443,-34988.176
4228885.91,34.7147651,-34704.077
4228885.91,34.9328859,-34419.545
4228885.91,35.1510067,-34134.580
4228885.91,35.3691275,-33849.184
4228885.91,35.5872483,-33563.360
4228885.91,35.8053691,-33277.108
4228885.91,36.0234899,-32990.431
4228885.91,36.2416107,-32703.331
4228885.91,36.4597315,-32415.808
4228885.91,36.6778523,-32127.865
4228885.91,36.8959732,-31839.503
4228885.91,37.1140940,-31550.724
4228885.91,37.3322148,-31261.529
4228885.91,37.5503356,-30971.921
4228885.91,37.7684564,-30681.900
4228885.91,37.9865772,-30391.468
4228885.91,38.2046980,-30100.627
4228885.91,38.4228188,-29809.378
4228885.91,38.6409396,-29517.723
4228885.91,38.8590604,-29225.664
4228885.91,39.0771812,-28933.201
4228885.91,39.2953020,-28640.336
4228885.91,39.5134228,-28347.072
4228885.91,39.7315436,-28053.408
4228885.91,39.9496644,-27759.347
4228885.91,40.1677852,-27464.890
4228885.91,40.3859060,-27170.038
4228885.91,40.6040268,-26874.793
4228885.91,40.8221477,-26579.157
4228885.91,41.0402685,-26283.130
4228885.91,41.2583893,-25986.713
4228885.91,41.4765101,-25689.909
4228885.91,41.6946309,-25392.718
4228885.91,41.9127517,-25095.143
4228885.91,42.1308725,-24797.183
4228885.91,42.3489933,-24498.840
4228885.91,42.5671141,-24200.116
4228885.91,42.7852349,-23901.012
4228885.91,43.0033557,-23601.529
4228885.91,43.2214765,-23301.668
4228885.91,43.4395973,-23001.430
4228885.91,43.6577181,-22700.817
4228885.91,43.8758389,-22399.830
4228885.91,44.0939597,-22098.469
4228885.91,44.3120805,-21796.736
4228885.91,44.5302013,-21494.633
4228885.91,44.7483221,-21192.159
4228885.91,44.9664430,-20889.317
4228885.91,45.1845638,-20586.107
4228885.91,45.4026846,-20282.530
4228885.91,45.6208054,-19978.588
4228885.91,45.8389262,-19674.281
4228885.91,46.0570470,-19369.610
4228885.91,46.2751678,-19079.255
4228885.91,46.4932886,-18810.175
4228885.91,46.7114094,-18542.080
4228885.91,46.9295302,-18274.965
4228885.91,47.1476510,-18008.824
4228885.91,47.3657718,-17743.651
4228885.91,47.5838926,-17479.441
4228885.91,47.8020134,-17216.188
4228885.91,48.0201342,-16953.887
4228885.91,48.2382550,-16692.532
4228885.91,48.4563758,-16432.117
4228885.91,48.6744966,-16172.639
4228885.91,48.8926174,-15914.090
4228885.91,49.1107383,-15656.466
4228885.91,49.3288591,-15399.762
4228885.91,49.5469799,-15143.972
4228885.91,49.7651007,-14889.091
4228885.91,49.9832215,-14635.115
4228885.91,50.2013423,-14382.038
4228885.91,50.4194631,-14129.855
4228885.91,50.6375839,-13878.561
4228885.91,50.8557047,-13628.151
4228885.91,51.0738255,-13378.621
4228885.91,51.2919463,-13129.966
4228885.91,51.5100671,-12882.180
4228885.91,51.7281879,-12635.259
4228885.91,51.9463087,-12389.198
4228885.91,52.1644295,-12143.993
4228885.91,52.3825503,-11899.639
4228885.91,52.6006711,-11656.131
4228885.91,52.8187919,-11413.464
4228885.91,53.0369128,-11171.635
4228885.91,53.2550336,-10930.639
4228885.91,53.4731544,-10690.470
4228885.91,53.6912752,-10451.126
4228885.91,53.9093960,-10212.600
4228885.91,54.1275168,-9974.8895
4228885.91,54.3456376,-9737.9894
4228885.91,54.5637584,-9501.8955
4228885.91,54.7818792,-9266.6035
4228885.91,55.0000000,-9032.1092
4275862.42,-10.000000,-74802.543
4275862.42,-9.7818792,-74736.032
4275862.42,-9.5637584,-74671.530
4275862.42,-9.3456376,-74609.033
4275862.42,-9.1275168,-74548.537
4275862.42,-8.9093960,-74490.038
4275862.42,-8.6912752,-74433.530
4275862.42,-8.4731544,-74379.010
4275862.42,-8.2550336,-74326.473
4275862.42,-8.0369128,-74275.915
4275862.42,-7.8187919,-74227.331
4275862.42,-7.6006711,-74180.717
4275862.42,-7.3825503,-74136.069
4275862.42,-7.1644295,-74093.383
4275862.42,-6.9463087,-74052.653
4275862.42,-6.7281879,-74013.877
4275862.42,-6.5100671,-73977.049
4275862.42,-6.2919463,-73942.166
4275862.42,-6.0738255,-73909.224
4275862.42,-5.8557047,-73878.219
4275862.42,-5.6375839,-73849.146
4275862.42,-5.4194631,-73822.002
4275862.42,-5.2013423,-73796.783
4275862.42,-4.9832215,-73773.486
4275862.42,-4.7651007,-73752.105
4275862.42,-4.5469799,-73732.639
4275862.42,-4.3288591,-73715.082
4275862.42,-4.1107383,-73699.433
4275862.42,-3.8926174,-73685.686
4275862.42,-3.6744966,-73673.839
4275862.42,-3.4563758,-73663.889
4275862.42,-3.2382550,-73655.832
4275862.42,-3.0201342,-73649.665
4275862.42,-2.8020134,-73645.385
4275862.42,-2.5838926,-73642.989
4275862.42,-2.3657718,-73642.475
4275862.42,-2.1476510,-73643.839
4275862.42,-1.9295302,-73647.079
4275862.42,-1.7114094,-73652.193
4275862.42,-1.4932886,-73659.177
4275862.42,-1.2751678,-73668.030
4275862.42,-1.0570470,-73678.750
4275862.42,-.83892617,-73691.334
4275862.42,-.62080537,-73705.780
4275862.42,-.40268456,-73722.087
4275862.42,-.18456376,-73740.253
4275862.42,.033557047,-73760.276
4275862.42,.251677852,-73782.156
4275862.42,.469798658,-73805.890
4275862.42,.687919463,-73831.477
4275862.42,.906040268,-73858.918
4275862.42,1.12416107,-73888.210
4275862.42,1.34228188,-73919.353
4275862.42,1.56040268,-73952.348
4275862.42,1.77852349,-73987.192
4275862.42,1.99664430,-74023.887
4275862.42,2.21476510,-74062.432
4275862.42,2.43288591,-74102.828
4275862.42,2.65100671,-74145.074
4275862.42,2.86912752,-74189.172
4275862.42,3.08724832,-74235.122
4275862.42,3.30536913,-74282.925
4275862.42,3.52348993,-74332.583
4275862.42,3.74161074,-74384.096
4275862.42,3.95973154,-74437.466
4275862.42,4.17785235,-74492.696
4275862.42,4.39597315,-74549.786
4275862.42,4.61409396,-74608.739
4275862.42,4.83221477,-74669.558
4275862.42,5.05033557,-74732.245
4275862.42,5.26845638,-74796.803
4275862.42,5.48657718,-74741.841
4275862.42,5.70469799,-74388.475
4275862.42,5.92281879,-74036.851
4275862.42,6.14093960,-73686.931
4275862.42,6.35906040,-73338.679
4275862.42,6.57718121,-72992.061
4275862.42,6.79530201,-72647.042
4275862.42,7.01342282,-72303.590
4275862.42,7.23154362,-71961.673
4275862.42,7.44966443,-71621.260
4275862.42,7.66778523,-71282.322
4275862.42,7.88590604,-70944.830
4275862.42,8.10402685,-70608.755
4275862.42,8.32214765,-70274.071
4275862.42,8.54026846,-69940.752
4275862.42,8.75838926,-69608.771
4275862.42,8.97651007,-69278.104
4275862.42,9.19463087,-68948.726
4275862.42,9.41275168,-68620.615
4275862.42,9.63087248,-68293.748
4275862.42,9.84899329,-67968.101
4275862.42,10.0671141,-67643.655
4275862.42,10.2852349,-67320.387
4275862.42,10.5033557,-66998.277
4275862.42,10.7214765,-66677.306
4275862.42,10.9395973,-66357.454
4275862.42,11.1577181,-66038.702
4275862.42,11.3758389,-65721.032
4275862.42,11.5939597,-65404.425
4275862.42,11.8120805,-65088.865
4275862.42,12.0302013,-64774.335
4275862.42,12.2483221,-64460.817
4275862.42,12.4664430,-64148.295
4275862.42,12.6845638,-63836.754
4275862.42,12.9026846,-63526.179
4275862.42,13.1208054,-63216.553
4275862.42,13.3389262,-62907.863
4275862.42,13.5570470,-62600.094
4275862.42,13.7751678,-62293.233
4275862.42,13.9932886,-61987.264
4275862.42,14.2114094,-61682.175
4275862.42,14.4295302,-61377.953
4275862.42,14.6476510,-61074.585
4275862.42,14.8657718,-60772.058
4275862.42,15.0838926,-60470.361
4275862.42,15.3020134,-60169.480
4275862.42,15.5201342,-59869.405
4275862.42,15.7382550,-59570.124
4275862.42,15.9563758,-59271.625
4275862.42,16.1744966,-58973.898
4275862.42,16.3926174,-58676.932
4275862.42,16.6107383,-58380.716
4275862.42,16.8288591,-58085.240
4275862.42,17.0469799,-57790.494
4275862.42,17.2651007,-57496.468
4275862.42,17.4832215,-57203.151
4275862.42,17.7013423,-56910.536
4275862.42,17.9194631,-56618.611
4275862.42,18.1375839,-56327.369
4275862.42,18.3557047,-56036.799
4275862.42,18.5738255,-55746.894
4275862.42,18.7919463,-55457.645
4275862.42,19.0100671,-55169.042
4275862.42,19.2281879,-54881.078
4275862.42,19.4463087,-54593.745
4275862.42,19.6644295,-54307.034
4275862.42,19.8825503,-54020.939
4275862.42,20.1006711,-53735.450
4275862.42,20.3187919,-53450.560
4275862.42,20.5369128,-53166.262
4275862.42,20.7550336,-52882.549
4275862.42,20.9731544,-52599.413
4275862.42,21.1912752,-52316.848
4275862.42,21.4093960,-52034.846
4275862.42,21.6275168,-51753.401
4275862.42,21.8456376,-51472.505
4275862.42,22.0637584,-51192.153
4275862.42,22.2818792,-50912.337
4275862.42,22.5000000,-50633.052
4275862.42,22.7181208,-50354.291
4275862.42,22.9362416,-50076.048
4275862.42,23.1543624,-49798.317
4275862.42,23.3724832,-49521.093
4275862.42,23.5906040,-49244.368
4275862.42,23.8087248,-48968.137
4275862.42,24.0268456,-48692.396
4275862.42,24.2449664,-48417.137
4275862.42,24.4630872,-48142.357
4275862.42,24.6812081,-47868.048
4275862.42,24.8993289,-47594.206
4275862.42,25.1174497,-47320.827
4275862.42,25.3355705,-47047.903
4275862.42,25.5536913,-46775.431
4275862.42,25.7718121,-46503.406
4275862.42,25.9899329,-46231.822
4275862.42,26.2080537,-45960.675
4275862.42,26.4261745,-45689.960
4275862.42,26.6442953,-45419.673
4275862.42,26.8624161,-45149.807
4275862.42,27.0805369,-44880.360
4275862.42,27.2986577,-44611.327
4275862.42,27.5167785,-44342.703
4275862.42,27.7348993,-44074.483
4275862.42,27.9530201,-43806.664
4275862.42,28.1711409,-43539.242
4275862.42,28.3892617,-43272.211
4275862.42,28.6073826,-43005.568
4275862.42,28.8255034,-42739.310
4275862.42,29.0436242,-42473.431
4275862.42,29.2617450,-42207.928
4275862.42,29.4798658,-41942.797
4275862.42,29.6979866,-41678.035
4275862.42,29.9161074,-41413.637
4275862.42,30.1342282,-41149.600
4275862.42,30.3523490,-40885.919
4275862.42,30.5704698,-40622.593
4275862.42,30.7885906,-40359.616
4275862.42,31.0067114,-40094.871
4275862.42,31.2248322,-39815.955
4275862.42,31.4429530,-39536.579
4275862.42,31.6610738,-39256.744
4275862.42,31.8791946,-38976.452
4275862.42,32.0973154,-38695.705
4275862.42,32.3154362,-38414.506
4275862.42,32.5335570,-38132.856
4275862.42,32.7516779,-37850.757
4275862.42,32.9697987,-37568.210
4275862.42,33.1879195,-37285.218
4275862.42,33.4060403,-37001.782
4275862.42,33.6241611,-36717.904
4275862.42,33.8422819,-36433.586
4275862.42,34.0604027,-36148.830
4275862.42,34.2785235,-35863.638
4275862.42,34.4966443,-35578.010
4275862.42,34.7147651,-35291.950
4275862.42,34.9328859,-35005.458
4275862.42,35.1510067,-34718.536
4275862.42,35.3691275,-34431.187
4275862.42,35.5872483,-34143.411
4275862.42,35.8053691,-33855.211
4275862.42,36.0234899,-33566.588
4275862.42,36.2416107,-33277.543
4275862.42,36.4597315,-32988.079
4275862.42,36.6778523,-32698.196
4275862.42,36.8959732,-32407.898
4275862.42,37.1140940,-32117.184
4275862.42,37.3322148,-31826.057
4275862.42,37.5503356,-31534.518
4275862.42,37.7684564,-31242.569
4275862.42,37.9865772,-30950.211
4275862.42,38.2046980,-30657.446
4275862.42,38.4228188,-30364.275
4275862.42,38.6409396,-30070.700
4275862.42,38.8590604,-29776.722
4275862.42,39.0771812,-29482.343
4275862.42,39.2953020,-29187.563
4275862.42,39.5134228,-28892.386
4275862.42,39.7315436,-28596.811
4275862.42,39.9496644,-28300.841
4275862.42,40.1677852,-28004.476
4275862.42,40.3859060,-27707.719
4275862.42,40.6040268,-27410.570
4275862.42,40.8221477,-27113.030
4275862.42,41.0402685,-26815.102
4275862.42,41.2583893,-26516.786
4275862.42,41.4765101,-26218.084
4275862.42,41.6946309,-25918.996
4275862.42,41.9127517,-25619.525
4275862.42,42.1308725,-25319.671
4275862.42,42.3489933,-25019.436
4275862.42,42.5671141,-24718.821
4275862.42,42.7852349,-24417.827
4275862.42,43.0033557,-24116.455
4275862.42,43.2214765,-23814.706
4275862.42,43.4395973,-23512.582
4275862.42,43.6577181,-23210.084
4275862.42,43.8758389,-22907.212
4275862.42,44.0939597,-22603.969
4275862.42,44.3120805,-22300.354
4275862.42,44.5302013,-21996.370
4275862.42,44.7483221,-21692.017
4275862.42,44.9664430,-21387.296
4275862.42,45.1845638,-21082.208
4275862.42,45.4026846,-20776.754
4275862.42,45.6208054,-20470.935
4275862.42,45.8389262,-20164.753
4275862.42,46.0570470,-19858.208
4275862.42,46.2751678,-19566.175
4275862.42,46.4932886,-19295.705
4275862.42,46.7114094,-19026.237
4275862.42,46.9295302,-18757.767
4275862.42,47.1476510,-18490.288
4275862.42,47.3657718,-18223.794
4275862.42,47.5838926,-17958.280
4275862.42,47.8020134,-17693.740
4275862.42,48.0201342,-17430.169
4275862.42,48.2382550,-17167.560
4275862.42,48.4563758,-16905.909
4275862.42,48.6744966,-16645.209
4275862.42,48.8926174,-16385.455
4275862.42,49.1107383,-16126.643
4275862.42,49.3288591,-15868.765
4275862.42,49.5469799,-15611.818
4275862.42,49.7651007,-15355.796
4275862.42,49.9832215,-15100.694
4275862.42,50.2013423,-14846.506
4275862.42,50.4194631,-14593.227
4275862.42,50.6375839,-14340.853
4275862.42,50.8557047,-14089.378
4275862.42,51.0738255,-13838.797
4275862.42,51.2919463,-13589.105
4275862.42,51.5100671,-13340.298
4275862.42,51.7281879,-13092.371
4275862.42,51.9463087,-12845.318
4275862.42,52.1644295,-12599.134
4275862.42,52.3825503,-12353.816
4275862.42,52.6006711,-12109.359
4275862.42,52.8187919,-11865.757
4275862.42,53.0369128,-11623.005
4275862.42,53.2550336,-11381.101
4275862.42,53.4731544,-11140.038
4275862.42,53.6912752,-10899.812
4275862.42,53.9093960,-10660.419
4275862.42,54.1275168,-10421.854
4275862.42,54.3456376,-10184.113
4275862.42,54.5637584,-9947.1913
4275862.42,54.7818792,-9711.0845
4275862.42,55.0000000,-9475.7882
4322838.93,-10.000000,-75057.838
4322838.93,-9.7818792,-74990.477
4322838.93,-9.5637584,-74925.144
4322838.93,-9.3456376,-74861.835
4322838.93,-9.1275168,-74800.546
4322838.93,-8.9093960,-74741.272
4322838.93,-8.6912752,-74684.008
4322838.93,-8.4731544,-74628.751
4322838.93,-8.2550336,-74575.496
4322838.93,-8.0369128,-74524.238
4322838.93,-7.8187919,-74474.973
4322838.93,-7.6006711,-74427.698
4322838.93,-7.3825503,-74382.406
4322838.93,-7.1644295,-74339.095
4322838.93,-6.9463087,-74297.761
4322838.93,-6.7281879,-74258.397
4322838.93,-6.5100671,-74221.002
4322838.93,-6.2919463,-74185.570
4322838.93,-6.0738255,-74152.098
4322838.93,-5.8557047,-74120.581
4322838.93,-5.6375839,-74091.016
4322838.93,-5.4194631,-74063.398
4322838.93,-5.2013423,-74037.724
4322838.93,-4.9832215,-74013.990
4322838.93,-4.7651007,-73992.192
4322838.93,-4.5469799,-73972.326
4322838.93,-4.3288591,-73954.389
4322838.93,-4.1107383,-73938.377
4322838.93,-3.8926174,-73924.287
4322838.93,-3.6744966,-73912.115
4322838.93,-3.4563758,-73901.858
4322838.93,-3.2382550,-73893.513
4322838.93,-3.0201342,-73887.076
4322838.93,-2.8020134,-73882.544
4322838.93,-2.5838926,-73879.914
4322838.93,-2.3657718,-73879.185
4322838.93,-2.1476510,-73880.351
4322838.93,-1.9295302,-73883.412
4322838.93,-1.7114094,-73888.364
4322838.93,-1.4932886,-73895.204
4322838.93,-1.2751678,-73903.931
4322838.93,-1.0570470,-73914.542
4322838.93,-.83892617,-73927.035
4322838.93,-.62080537,-73941.408
4322838.93,-.40268456,-73957.659
4322838.93,-.18456376,-73975.786
4322838.93,.033557047,-73995.788
4322838.93,.251677852,-74017.663
4322838.93,.469798658,-74041.409
4322838.93,.687919463,-74067.026
4322838.93,.906040268,-74094.513
4322838.93,1.12416107,-74123.868
4322838.93,1.34228188,-74155.091
4322838.93,1.56040268,-74188.181
4322838.93,1.77852349,-74223.138
4322838.93,1.99664430,-74259.962
4322838.93,2.21476510,-74298.651
4322838.93,2.43288591,-74339.208
4322838.93,2.65100671,-74381.631
4322838.93,2.86912752,-74425.922
4322838.93,3.08724832,-74472.081
4322838.93,3.30536913,-74520.108
4322838.93,3.52348993,-74570.005
4322838.93,3.74161074,-74621.774
4322838.93,3.95973154,-74675.414
4322838.93,4.17785235,-74730.929
4322838.93,4.39597315,-74788.321
4322838.93,4.61409396,-74847.590
4322838.93,4.83221477,-74908.740
4322838.93,5.05033557,-74971.772
4322838.93,5.26845638,-75036.691
4322838.93,5.48657718,-75103.498
4322838.93,5.70469799,-75172.197
4322838.93,5.92281879,-75078.804
4322838.93,6.14093960,-74721.436
4322838.93,6.35906040,-74365.883
4322838.93,6.57718121,-74012.107
4322838.93,6.79530201,-73660.069
4322838.93,7.01342282,-73309.731
4322838.93,7.23154362,-72961.059
4322838.93,7.44966443,-72614.016
4322838.93,7.66778523,-72268.570
4322838.93,7.88590604,-71924.688
4322838.93,8.10402685,-71582.338
4322838.93,8.32214765,-71241.491
4322838.93,8.54026846,-70902.115
4322838.93,8.75838926,-70564.183
4322838.93,8.97651007,-70227.667
4322838.93,9.19463087,-69892.540
4322838.93,9.41275168,-69558.775
4322838.93,9.63087248,-69226.347
4322838.93,9.84899329,-68895.232
4322838.93,10.0671141,-68565.404
4322838.93,10.2852349,-68236.842
4322838.93,10.5033557,-67909.522
4322838.93,10.7214765,-67583.422
4322838.93,10.9395973,-67258.521
4322838.93,11.1577181,-66934.798
4322838.93,11.3758389,-66612.232
4322838.93,11.5939597,-66290.803
4322838.93,11.8120805,-65970.493
4322838.93,12.0302013,-65651.283
4322838.93,12.2483221,-65333.153
4322838.93,12.4664430,-65016.087
4322838.93,12.6845638,-64700.067
4322838.93,12.9026846,-64385.076
4322838.93,13.1208054,-64071.097
4322838.93,13.3389262,-63758.114
4322838.93,13.5570470,-63446.111
4322838.93,13.7751678,-63135.074
4322838.93,13.9932886,-62824.986
4322838.93,14.2114094,-62515.834
4322838.93,14.4295302,-62207.603
4322838.93,14.6476510,-61900.279
4322838.93,14.8657718,-61593.848
4322838.93,15.0838926,-61288.296
4322838.93,15.3020134,-60983.612
4322838.93,15.5201342,-60679.782
4322838.93,15.7382550,-60376.793
4322838.93,15.9563758,-60074.633
4322838.93,16.1744966,-59773.290
4322838.93,16.3926174,-59472.753
4322838.93,16.6107383,-59173.010
4322838.93,16.8288591,-58874.050
4322838.93,17.0469799,-58575.862
4322838.93,17.2651007,-58278.434
4322838.93,17.4832215,-57981.758
4322838.93,17.7013423,-57685.821
4322838.93,17.9194631,-57390.615
4322838.93,18.1375839,-57096.128
4322838.93,18.3557047,-56802.352
4322838.93,18.5738255,-56509.277
4322838.93,18.7919463,-56216.894
4322838.93,19.0100671,-55925.193
4322838.93,19.2281879,-55634.165
4322838.93,19.4463087,-55343.802
4322838.93,19.6644295,-55054.095
4322838.93,19.8825503,-54765.036
4322838.93,20.1006711,-54476.615
4322838.93,20.3187919,-54188.826
4322838.93,20.5369128,-53901.660
4322838.93,20.7550336,-53615.109
4322838.93,20.9731544,-53329.165
4322838.93,21.1912752,-53043.821
4322838.93,21.4093960,-52759.069
4322838.93,21.6275168,-52474.903
4322838.93,21.8456376,-52191.314
4322838.93,22.0637584,-51908.296
4322838.93,22.2818792,-51625.842
4322838.93,22.5000000,-51343.945
